id,Frase,coref id,
,Sambil\SC menggeleng-gelengkan\VB,,
421,kepala\NN,,
,dan\CC mendengarkan\VB,,
422,ear\FW piece\FW,,
423,dia\PRP,,
424,Saya\PRP,,
,mual\JJ dengan\IN,,
425,masalah\NN ini\PR,,
,.\Z,,
426,Saya\PRP,,
,amat\RB meminta\VB,,
427,maaf\NN,,
,",\Z",,
428,ini\PR,,
429,semata-mata\RB kecelakaan\NN,,
430,Dia\PRP,,
,kemudian\RB mengumumkan\VB,,
431,pemenang\NN yang\SC sebenarnya\RB,,
,",\Z yaitu\SC",,
432,Amanda\NNP Ware\NNP,,
,yang\SC berusia\VB,,
433,18\CD tahun\NN,,
,.\Z,,
,"\Z""",,
434,Ini\PR lah\RP,,
,yang\SC terjadi\VB kalau\SC,,
435,siaran\NN TV\NN langsung\RB,,
,",\Z \Z kata\VB""",,
436,Sarah\NNP Murdoch\NNP,,
,.\Z,,
,"\Z""",,
437,Ini\PR,,
,"edan\JJ ,\Z edan\JJ ,\Z edan\JJ .\Z \Z""",,
,Adapun\CC,,
438,Martinovich\NNP,,
,#NAME?,,
439,pemenang\NN,,
,selama\IN,,
440,sekitar\RB satu\CD menit\NND,,
,tampak\VB menerima\VB,,
441,kesalahan\NN itu\PR,,
,dengan\IN baik\JJ .\Z,,
,\Z Ok\FW ,,null
442,ini\PR,,
443,semata-mata\RB kekeliruan\NN,,
444,nya\PRP,,
,.\Z,,
445,Sarah\NNP Murdoch\NNP,,
,berusaha\VB menjelaskan\VB,,
446,kekeliruan\NN itu\PR,,
,terjadi\VB karena\IN,,
447,selisih\NN suara\NN,,
,yang\SC ketat\JJ .\Z,,
,"\Z""",,
448,Yang\DT memimpin\VB,,
,terus-menerus\RB berganti\VB .\Z Benar-benar\RB tergantung\VB pada\IN,,
449,beberapa\CD suara\NN,,
,.\Z Maju\VB mundur\VB dan\CC akhirnya\RB,,
450,Amanda\NNP,,
,pemenang\NN,,
451,nya\PRP,,
,",\Z \Z jelas\VB""",,
452,nya\PRP,,
,.\Z,,
453,Kedua\CD finalis\NN,,
,kemudian\RB berpelukan\VB sebelum\SC,,
454,Ware\NNP,,
,mengucapkan\VB,,
455,terima_kasih\NN,,
,kepada\IN para\DT pendukung\NN,,
456,nya\PRP,,
,dan\CC berjalan\VB di\IN atas\NN,,
457,catwalk\FW,,
,untuk\IN,,
458,terakhir\OD kali\NND,,
,.\Z,,
,Dan\CC,,
459,Sarah\NNP Murdoch\NNP,,
,#NAME?,,
460,seorang\NND model\NN,,
,yang\SC merangkap\VB,,
461,presenter\FW,,
,TV\NN -\Z menikah\VB dengan\IN,,
462,putra\NN Rupert\NNP,,
,",\Z",,
463,Lachlan\NNP,,
,.\Z,,
,Membaca\VB,,
464,Don\NNP Quixote\NNP,,
,untuk\IN,,
465,YouTube\NNP,,
466,Akademi\NNP Kerajaan\NNP Spanyol\NNP,,
,mengundang\VB,,
467,orang\NN,,
,di\IN,,
468,seluruh\CD dunia\NN,,
,untuk\SC merekam\VB,,
469,segmen\NN,,
,dari\IN,,
470,novel\NN klasik\JJ,,
471,Don\NNP Quixote\NNP,,
472,nya\PRP,,
,ke\IN,,
473,YouTube\NNP,,
,.\Z,,
,Karya\NN,,
474,Miguel\NNP de\NNP Cervantes\NNP,,
,ini\PR sering\RB disebut\VB sebagai\IN,,
475,novel\NN Spanyol\NNP,,
,yang\SC paling\RB populer\JJ walau\SC,,
476,tak\NEG banyak\CD,,
,yang\SC pernah\MD membaca\VB,,
477,nya\PRP,,
,.\Z,,
,Namun\CC,,
478,kini\NN,,
479,Akademi\NNP Kerajaan\NNP Spanyol\NNP,,
480,pelindung\NN resmi\JJ,,
481,bahasa\NNP Spanyol\NNP,,
482,karya\NN itu\PR,,
,ke\IN dalam\NN,,
483,2.000\CD segmen\NN,,
,.\Z,,
484,Segmen-segmen\NN itu\PR,,
,akan\MD dibaca\VB dan\CC kemudian\CC direkam\VB hanya\RB dalam\IN,,
485,bahasa\NNP Spanyol\NNP,,
,#NAME?,,
486,sukarelawan\NN,,
,dan\CC diunggah\VB di\IN,,
487,halaman\NN khusus\JJ,,
,YouTube\NNP .\Z,,
,Tujuan\NN,,
488,nya\PRP,,
,adalah\VB mempromosikan\VB,,
489,bahasa\NNP Spanyol\NNP,,
,"dan\CC novel\NN terkenal\VB itu\PR ,\Z yang\SC akan\MD menggunakan\VB judul\NN lengkap\JJ",,
490,nya\PRP,,
491,The\NNP Ingenious\NNP Hidalgo\NNP Don\NNP Quixote\NNP of\NNP La\NNP Mancha\NNP,,
,"\Z""",,
492,Bahasa\NNP Spanyol\NNP,,
,tidak\NEG mendapat\VB,,
493,ruang\NN yang\SC sepatutnya\RB,,
,di\IN,,
494,internet\NN,,
,",\Z \Z kata\VB""",,
495,sekretaris\NN akademi\NN,,
,",\Z",,
496,Dario\NNP Villanueva\NNP,,
,",\Z kepada\IN",,
497,kantor_berita\NNP AFP\NNP,,
,.\Z,,
,"\Z""",,
498,Kami\PRP,,
,ingin\RB mengadukan\VB,,
499,nya\PRP,,
,dan\CC melakukan\VB,,
500,sesuatu\PRP,,
,untuk\SC mengoreksi\VB,,
501,nya\PRP,,
,".\Z \Z""",,
,Ditulis\VB pada\IN,,
502,tahun\NN 1605\CD,,
,",\Z",,
503,novel\NN ini\PR,,
,berkisah\VB tentang\IN petualangan\NN seorang\NND,,
504,pria\NN pensiunan\NN,,
,di\IN kawasan\NN,,
505,la\NNP Mancha\NNP,,
,",\Z yang\SC punya\VB obsesi\NN dengan\IN",,
506,gagasan-gagasan\NN kesatria\NN,,
,.\Z,,
,Novel\NN asli\JJ,,
507,nya\PRP,,
,terdiri\VB dari\IN,,
508,26\CD bab\NN,,
,dan\CC hampir\RB mencapai\VB,,
509,1.000\CD halaman\NN,,
,.\Z,,
,Bagi\IN yang\SC berminat\VB harus\MD mendaftarkan\VB,,
510,diri\NN,,
,di\IN,,
511,YouTube\NNP,,
,dan\CC yang\SC terpilih\VB akan\MD membaca\VB,,
512,segmen\NN tertentu\JJ,,
,untuk\SC diunggah\VB di\IN,,
513,YouTube\NNP,,
,.\Z,,
514,The\NNP Hobbit\NNP,,
,cari\VB,,
515,aktor\NN kerdil\JJ,,
,Tim\NN pembuat\NN film\NN,,
516,The\NNP Hobbit\NNP,,
,mencari\VB,,
517,aktor\NN kerdil\JJ,,
,di\IN,,
518,Selandia\NNP Baru\NNP,,
,",\Z sementara\SC",,
519,sutradara\NNP Peter\NNP Jackson\NNP,,
,berancang-ancang\VB untuk\SC merealisasikan\VB,,
520,rencana\NN film\NN tersebut\PR,,
,.\Z,,
521,Sutradara\NNP Peter\NNP Jackson\NNP,,
,meraih\VB,,
522,Piala\NNP Oscar\NNP,,
,atas\IN karya\NN,,
523,nya\PRP,,
524,Lord\NNP of\NNP the\NNP Rings\NNP :\NNP The\NNP Return\NNP of\NNP the\NNP King\NNP,,
,Iklan\NN yang\SC muncul\VB di\IN koran\NN terbitan\NN,,
525,Wellington\NNP,,
,",\Z",,
526,Selandia\NNP Baru\NNP,,
,menyebutkan\VB,,
527,Wingnut\NNP Films\NNP,,
,mencari\VB,,
528,pria\NN,,
,dengan\IN,,
529,tinggi\NN badan\NN,,
,antara\IN,,
530,123\CD cm\NND,,
,dan\CC,,
531,maksimum\NN 158\CD cm\NND,,
,.\Z,,
,Proyek\NN,,
532,dua\CD film\NN,,
,itu\PR belum\NEG resmi\JJ mendapat\VB,,
533,lampu_hijau\NN,,
,dari\IN,,
534,perusahaan\NN perfilman\NN,,
535,MGM\NNP Studios\NNP,,
536,kesulitan\NN keuangan\NN,,
,yang\SC tengah\MD dialami\VB .\Z,,
,"Namun\CC ,\Z",,
537,juru_bicara\NNP Wingnut\NNP,,
,mengatakan\VB,,
538,mereka\PRP,,
,"ingin\RB \Z bersiap-siap\VB ""\Z .\Z""",,
539,Juru_bicara\NN,,
,mengatakan\VB kepada\IN,,
540,kantor_berita\NNP AFP\NNP,,
,bahwa\SC,,
541,iklan\NN itu\PR,,
,mencari\VB,,
542,scale\FW double\FW,,
,untuk\IN aktor\NN yang\SC akan\MD mengisi\VB,,
543,peran\NN,,
,dengan\IN,,
544,dialog\NN,,
,",\Z sedangkan\CC",,
545,audisi\NN,,
,juga\RB akan\MD diadakan\VB untuk\IN,,
546,figuran\NN,,
,.\Z,,
,"\Z""",,
547,Scale\FW double\FW,,
,muncul\VB di\IN,,
548,beberapa\CD,,
549,wide\FW shot\FW,,
550,kami\PRP,,
,",\Z dan\CC muncul\VB dengan\IN",,
551,aktor\NN dewasa\JJ lain\JJ,,
,ketika\SC,,
552,kami\PRP,,
,memerlukan\VB,,
553,orang\NN,,
,"untuk\SC terlihat\VB lebih\RB kecil\JJ atau\CC lebih\RB tinggi\JJ ,\Z \Z jelas\VB""",,
554,si\DT juru_bicara\NN,,
,.\Z,,
555,Dia\PRP,,
,menambahkan\VB,,
556,semua\CD pelamar\NN,,
,harus\MD berusia\VB,,
557,16\CD tahun\NN ke\IN atas\NN,,
,dan\CC siapa_pun\SC yang\SC tidak\NEG memenuhi\VB,,
558,ketentuan\NN tinggi\NN badan\NN,,
,akan\MD ditolak\VB .\Z,,
,Meski\SC ada\VB,,
559,syarat\NN tinggi\NN badan\NN,,
,",\Z",,
560,banyak\CD aktor\NN,,
,yang\SC layak\JJ dipilih\VB akan\MD tampak\VB jangkung\JJ di\IN antara\NN,,
561,karakter\NN fiksi\NN,,
,ciptaan\NN,,
562,JRR\NNP Tolkien\NNP,,
,.\Z,,
,Dalam\IN prolog\NN,,
563,The\NNP Lord\NNP Of\NNP The\NNP Rings\NNP,,
,",\Z",,
564,dia\PRP,,
,menggambarkan\VB bahwa\SC,,
565,Hobbits\NNP,,
,berukuran\VB,,
566,tinggi\NN badan\NN,,
567,dua\CD hingga\IN tiga\CD kaki\NND,,
568,sekitar\IN 60\CD cm\NND,,
,hingga\IN,,
569,120\CD cm\NND,,
,",\Z dan\CC rata-rata\NN tinggi\NN badan\NN",,
570,mereka\PRP,,
571,tiga\CD kaki\NND,,
572,enam\CD inci\NND,,
573,sekitar\IN 75\CD cm\NND,,
,Surat-surat\NN yang\SC ditulis\VB,,
574,si\DT pengarang\NN,,
,",\Z yang\SC diterbitkan\VB setelah\SC",,
575,dia\PRP,,
,"meninggal\VB ,\Z menggambarkan\VB",,
576,penampakan\NN fisik\NN,,
577,sosok\NN protagonis\NN,,
578,The\NNP Hobbits\NNP,,
,",\Z",,
579,Bilbo\NNP Baggins\NNP,,
,",\Z :\Z \Z agak\RB tambun\JJ di\IN""",,
580,perut\NN,,
,",\Z agak\RB pendek\JJ di\IN",,
581,kaki\NN,,
,"\Z .\Z""",,
,"\Z""",,
582,Wajah\NN bulat\JJ jenaka\JJ,,
,;\Z telinga\NN sedikit\RB runcing\JJ dan\CC seperti\IN,,
583,kurcaci\NN,,
,;\Z,,
584,rambut\NN pendek\JJ dan\CC keriting\JJ cokelat\JJ,,
,.\Z,,
585,Kaki\NN,,
,dari\IN,,
586,mata_kaki\NN,,
,ke\IN,,
587,bawah\NN,,
,tertutup\VB dengan\IN,,
588,bulu\NN cokelat\JJ,,
,",\Z \Z tambah\VB""",,
589,nya\PRP,,
,.\Z,,
,Pencarian\NN,,
590,casting\FW,,
,untuk\IN,,
591,The\NNP Hobbit\NNP,,
,dijadwalkan\VB berlangsung\VB,,
592,hari\NN Minggu\NNP,,
,di\IN,,
593,National\NNP Dance\NNP and\NNP Drama\NNP Centre\NNP,,
,di\IN,,
594,Wellington\NNP,,
,.\Z,,
,Sutradara\NN,,
595,kelahiran\NN Meksiko\NNP,,
,",\Z",,
596,Guillermo\NNP Del\NNP Toro\NNP,,
,telah\MD bersedia\VB menjadi\VB sutradara\NN,,
597,film\NN tersebut\PR,,
,",\Z tapi\CC menarik_diri\VB",,
598,bulan\NN Juni\NNP,,
,dengan\IN alasan\NN,,
599,rencana\NN produksi\NN,,
,sudah\MD tertunda\VB selama\IN,,
600,dua\CD tahun\NN,,
,.\Z,,
601,Jackson\NNP,,
,",\Z yang\SC merebut\VB",,
602,Oscar\NNP,,
,untuk\IN,,
603,sutradara\NN terbaik\JJ,,
,atas\IN karya\NN,,
604,nya\PRP,,
605,Lord\NNP of\NNP the\NNP Rings\NNP :\NNP The\NNP Return\NNP of\NNP the\NNP King\NNP,,
606,dia\PRP,,
,di\IN,,
607,kursi\NN sutradara\NN,,
,",\Z meski\SC belum\NEG ada\VB",,
608,pengumuman\NN resmi\JJ,,
,mengenai\IN,,
609,pergantian\NN tersebut\PR,,
,.\Z,,
610,Pencurian\NN ladang\NN anggur\NN,,
611,Pencuri\NN,,
,di\IN,,
612,Prancis\NNP,,
,masuk\VB ke\IN sebuah\NND,,
613,ladang\NN anggur\NN,,
,dan\CC mencuri\VB panenan\NN anggur\NN jenis\NN,,
614,Cabernet\NNP Sauvignon\NNP,,
,",\Z",,
615,demikian\PR,,
,kata\VB,,
616,polisi\NN,,
,.\Z,,
617,Mereka\PRP,,
,melakukan\VB,,
618,aksi\NN,,
,di\IN,,
619,Villeneuve\NNP -\Z les-Beziers\NNP,,
620,Minggu\NNP malam\NN 26\CD /\Z 9\CD,,
621,30\CD ton\NND,,
622,anggur\NN,,
623,mesin\NN,,
,.\Z,,
624,Petani\NNP Roland\NNP Cavaille\NNP,,
,mengatakan\VB,,
625,kejahatan\NN serupa\JJ,,
,pernah\MD terjadi\VB sebelum\SC,,
626,nya\PRP,,
,di\IN,,
627,Languedoc\NNP -\Z Roussillon\NNP,,
,",\Z",,
628,salah_satu\CD,,
629,daerah\NN penghasil\NN anggur\NN,,
630,Prancis\NNP,,
,.\Z,,
631,Ia\PRP,,
,mengatakan\VB,,
632,kejahatan\NN itu\PR,,
,bernilai\VB hingga\IN,,
633,Î“Ã¶Â£â”œâŒêÎ“Ã¶Â_â”œâ•‘\X 12.900\CD,,
,.\Z,,
,"\Z""",,
634,Mereka\PRP,,
,menggunakan\VB,,
635,mesin\NN pemanen\NN anggur\NN,,
,.\Z,,
636,Itu\PR,,
,arti\NN,,
637,nya\PRP,,
638,mereka\PRP,,
639,banyak\CD orang\NN,,
,untuk\SC melakukan\VB,,
640,pemanenan\NN,,
,",\Z",,
641,dua\CD orang\NN saja\RB,,
,"cukup\JJ ,\Z \Z kata\VB""",,
642,Cavaille\NNP,,
,kepada\IN,,
643,harian\NNP Le\NNP Parisien\NNP,,
,.\Z,,
,"\Z""",,
644,Ladang\NN itu\PR,,
,"terletak\VB di\IN kawasan\NN yang\SC cukup\RB terpencil\VB ,\Z",,
645,beberapa\CD kilometer\NND,,
,dari\IN,,
646,desa\NN terdekat\JJ,,
,dan\CC di\IN,,
647,dekat\JJ sungai\NN,,
,.\Z Jadi\SC,,
648,mereka\PRP,,
,"bisa\MD mencuri\VB dengan\IN aman\JJ .\Z \Z""",,
649,Seorang\NND saksi_mata\NN,,
,mengaku\VB mendengar\VB,,
650,suara\NN mesin\NN,,
,di\IN,,
651,pagi\NN dini_hari\JJ,,
,dan\CC,,
652,polisi\NN,,
,meneliti\VB,,
653,jejak\NN kaki\NN,,
,di\IN,,
654,tempat\NN kejadian\NN,,
,",\Z kata\VB",,
655,harian\NN setempat\NN,,
,.\Z,,
656,Cavaille\NNP,,
,menambahkan\VB bahwa\SC,,
657,kawanan\NN pencuri\NN,,
,jelas\JJ sangat\RB profesional\JJ dan\CC tak\NEG akan\MD kesulitan\VB menjual\VB,,
658,anggur\NN curian\NN itu\PR,,
,.\Z,,
,Walau\SC,,
659,ladang\NN anggur\NN,,
,"diasuransikan\VB ,\Z",,
660,pencurian\NN,,
,tidak\NEG termasuk\VB dalam\IN,,
661,lindungan\NN asuransi\NN,,
,.\Z,,
662,Cavaille\NNP,,
,sangat\RB marah\JJ dengan\IN,,
663,peristiwa\NN tersebut\PR,,
,dan\CC mengatakan\VB tidak\NEG tahu\VB sama_sekali\RB akan\IN siapa\SC yang\SC kira-kira\RB melakukan\VB,,
664,pencurian\NN,,
,.\Z,,
,Sebelum\SC,,
665,nya\PRP,,
666,ia\PRP,,
667,rasa\NN solidaritas\NN,,
668,antarsesama\NN pembuat\NN anggur\NN,,
669,Kontes\NN karaoke\NN,,
,dapat\VB,,
670,sejuta\CD pangsit\NN,,
,Seorang\NND,,
671,teknisi\NN telepon\NN,,
,Amerika\NNP meraih\VB,,
672,hadiah\NN yang\SC tak\NEG biasa\JJ,,
,dari\IN penampilan\NN,,
673,nya\PRP,,
,di\IN,,
674,kejuaraan\NN dunia\NN karaoke\NN,,
,di\IN,,
675,Moskow\NNP,,
,",\Z",,
676,Rusia\NNP,,
,.\Z,,
677,Edward\NNP Pimentel\NNP,,
,mendapat\VB hadiah\NN satu\CD juta\CD,,
678,pangsit\NN Rusia\NNP,,
,setelah\SC keluar\VB sebagai\IN,,
679,favorit\NN penonton\NN,,
,dalam\IN,,
680,kontes\NN itu\PR,,
,.\Z,,
681,Pihak\NN panitia\NN,,
,mengatakan\VB bila\SC,,
682,Pimentel\NNP,,
,makan\VB,,
683,100\CD pangsit\NN,,
684,setiap\CD hari\NN,,
685,ia\PRP,,
,miliki\VB baru\MD akan\MD habis\VB dalam\IN waktu\NN,,
686,27\CD tahun\NN,,
,.\Z,,
687,Penyanyi\NN amatir\JJ ini\PR,,
,akan\MD mendapat\VB kupon\NN untuk\SC makan\VB,,
688,pangsit\NN,,
,kapan\SC pun\RP,,
689,dia\PRP,,
,mau\MD .\Z,,
690,Ia\PRP,,
,gagal\VB meraih\VB,,
691,angka\NN,,
,dari\IN,,
692,para\DT juri\NN,,
,",\Z namun\CC menarik\VB",,
693,perhatian\NN penonton\NN,,
,dengan\IN,,
694,nomor\NN klasik\JJ,,
695,Rhythm\FW,,
696,Blues\FW,,
,.\Z,,
,Pemenang\NN,,
697,kejuaraan\NN karaoke\NN dunia\NN,,
,ini\PR berasal\VB dari\IN,,
698,Finlandia\NNP,,
,untuk\IN kategori\NN penyanyi\NN,,
699,pria\NN dan\CC wanita\NN,,
,terbaik\JJ .\Z,,
700,Sam\NNP Moudden\NNP,,
,dan\CC,,
701,Maria\NNP Saarimaa\NNP -\NNP Ylitalo\NNP,,
,mendapat\VB hadiah\NN,,
702,uang_tunai\NN,,
,",\Z",,
703,kontrak\NN rekaman\NN,,
,dan\CC,,
704,mesin\NN karaoke\NN,,
,.\Z,,
705,Olahragawan\NN,,
,",\Z",,
706,panutan\NN,,
,dan\CC merokok\VB,,
,Ketika\SC,,
707,Wayne\NNP Rooney\NNP,,
,tertangkap_basah\VB merokok\VB di\IN,,
708,beberapa\CD kesempatan\NN,,
,saat\SC jeda\NN libur\VB antara\IN akhir\NN,,
709,Piala\NNP Dunia\NNP,,
,dan\CC dimulainya\NN,,
710,musim\NN kompetisi\NN,,
711,Liga\NNP Primer\NNP,,
712,ia\PRP,,
,dikecam\VB habis\RB .\Z,,
,Sebagai\IN seorang\NND,,
713,pesepak_bola\NN profesional\JJ,,
,",\Z",,
714,ia\PRP,,
,sepertinya\MD harus\MD menjaga\VB kesehatan\NN tubuh\NN,,
715,nya\PRP,,
,"tanpa\SC terkecuali\VB ,\Z bahkan\RB ketika\SC musim\NN libur\VB .\Z",,
,Namun\CC,,
716,Rooney\NNP,,
717,tidak\NEG sendirian\NN,,
718,Banyak\CD olahragawan\NN,,
,terkenal\VB melakukan\VB,,
719,nya\PRP,,
,.\Z,,
720,Zinedine\NNP Zidane\NNP,,
,dan\CC,,
721,pebasket\NNP Michael\NNP Jordan\NNP,,
,melakukan\VB,,
722,nya\PRP,,
,.\Z,,
,Persoalan\NN,,
723,nya\PRP,,
,apakah\WH,,
724,mereka\PRP,,
,harus\MD menghentikan\VB,,
725,kebiasaan\NN itu\PR,,
,untuk\SC memberi\VB,,
726,contoh\NN yang\SC lebih\RB baik\JJ,,
,karena\SC,,
727,mereka\PRP,,
,diidolakan\VB,,
728,banyak\CD orang\NN,,
,?\Z,,
729,Bintang\NN idola\NN,,
730,Sekitar\RB 6\CD %\SYM,,
,dari\IN anak\NN berusia\VB,,
731,11\CD hingga\IN 15\CD tahun\NN,,
,mengaku\VB sudah\MD menjadi\VB,,
732,perokok\NN,,
,dan\CC,,
733,statistik\NN,,
,menunjukkan\VB,,
734,mereka\PRP,,
,yang\SC merokok\VB sebelum\SC berusia\VB,,
735,16\CD,,
,adalah\VB yang\SC paling\RB sulit\JJ menghentikan\VB,,
736,kebiasaan\NN itu\PR,,
,.\Z,,
737,Jean\NNP King\NNP,,
,",\Z",,
738,direktur\NN pengontrolan\NN tembakau\NN,,
,di\IN,,
739,Cancer\NNP Research\NNP UK\NNP,,
,mengatakan\VB,,
740,atlet\NN,,
,",\Z terutama\JJ",,
741,pemain\NN sepak_bola\NN,,
,",\Z diidolakan\VB dan\CC karena\IN status\NN",,
742,nya\PRP,,
743,mereka\PRP,,
744,figur\NN panutan\NN,,
,.\Z,,
,"\Z""",,
745,Remaja\NN,,
,sangat\RB menyukai\VB,,
746,olahraga\NN,,
,dan\CC ada\VB,,
747,kaitan\NN,,
,antara\IN,,
748,olahraga\NN dan\CC kemewahan\NN,,
,",\Z \Z kata\VB""",,
749,nya\PRP,,
,.\Z,,
,"\Z""",,
750,Mereka\PRP,,
,akan\MD mulai\MD merokok\VB kalau\SC melihat\VB idola\NN,,
751,mereka\PRP,,
,"merokok\VB .\Z \Z""",,
752,Anna\NNP Gilmore\NNP,,
,",\Z",,
753,guru_besar\NN ilmu\NN kesehatan_masyarakat\NN,,
,di\IN,,
754,Universitas\NNP Bath\NNP,,
,",\Z sepakat\JJ bahwa\SC",,
755,atlet\NN,,
,mempunyai\VB,,
756,tanggung_jawab\NN,,
,kepada\IN penggemar\NN,,
757,nya\PRP,,
,untuk\SC menjadi\VB,,
758,panutan\NN,,
,.\Z,,
,"\Z""",,
759,Kita\PRP,,
,tahu\VB,,
760,anak-anak\NN itu\PR,,
,terpengaruh\VB oleh\IN,,
761,orang\NN,,
,di\IN sekeliling\NN,,
762,mereka\PRP,,
,.\Z,,
763,Penelitian\NN,,
,membuktikan\VB,,
764,mereka\PRP,,
,yang\SC tumbuh\VB dengan\IN,,
765,orang_tua\NN perokok\NN,,
,",\Z",,
766,90\CD %\SYM,,
,menjadi\VB,,
767,perokok\NN,,
,".\Z \Z""",,
,"\Z""",,
768,Kita\PRP,,
,juga\RB tahu\VB bahwa\SC,,
769,sponsor\NN pabrik\NN rokok\NN,,
,kepada\IN,,
770,olahraga\NN,,
,ikut\VB mempengaruhi\VB,,
771,anak-anak\NN,,
,untuk\SC merokok\VB .\Z Jadi\SC,,
772,panutan\NN yang\SC negatif\JJ,,
,",\Z termasuk\VB",,
773,olahragawan\NN,,
,",\Z memiliki\VB",,
774,efek\NN yang\SC kurang\RB baik\JJ,,
,".\Z \Z""",,
775,Tekanan\NN lingkungan\NN,,
,Namun\CC,,
776,Simon\NNP Clark\NNP,,
,",\Z direktur\NN",,
777,kelompok\NN lobi\NN,,
,untuk\IN,,
778,perokok\NN,,
779,Forest\NNP,,
780,olahragawan\NN idola\NN,,
,sebagai\IN penyebab\NN remaja\NN merokok\VB tidak\NEG lah\RP tepat\JJ .\Z,,
,"\Z""",,
781,Penelitian\NN,,
,membuktikan\VB bahwa\SC,,
782,tekanan\NN,,
,dari\IN,,
783,lingkungan\NN pergaulan\NN sekitar\NN,,
,dan\CC,,
784,anggota\NN keluarga\NN,,
,lah\RP yang\SC mendorong\VB,,
785,remaja\NN,,
,"untuk\SC merokok\VB ,\Z \Z kata\VB""",,
786,nya\PRP,,
,.\Z,,
,"\Z Foto\NN""",,
787,selebriti\NN atau\CC olahragawan\NN,,
,merokok\VB,,
788,tidak\NEG banyak\CD,,
,"berpengaruh\VB .\Z \Z""",,
,"\Z Yang\DT bertanggung_jawab\VB atas\IN banyak\CD""",,
789,nya\PRP,,
,remaja\NN yang\SC merokok\VB adalah\VB,,
790,mereka\PRP,,
,yang\SC memberi\VB,,
791,akses\NN,,
,ke\IN,,
792,rokok\NN itu\PR,,
793,sendiri\NN,,
794,Itu\PR lah\RP,,
,"yang\SC harus\MD dikejar\VB .\Z \Z""",,
,"\Z Kalau\SC""",,
795,Rooney\NNP,,
,maupun\CC,,
796,bintang\NN idola\NN,,
,"yang\SC lain\JJ ,\Z",,
797,mereka\PRP,,
,ini\PR,,
798,orang\NN dewasa\JJ,,
,.\Z,,
799,Mereka\PRP,,
,boleh\MD saja\RB merokok\VB tanpa\SC harus\MD dituding\VB bertanggung_jawab\VB terhadap\IN apa\SC yang\SC di\IN luar\NN kekuasaan\NN,,
800,nya\PRP,,
,".\Z \Z '\Z""",,
801,Menteri\NNP Keuangan\NNP Sri\NNP Mulyani\NNP,,
,mengatakan\VB,,
802,koreksi\NN tajam\JJ,,
,pada\IN,,
803,Indeks\NNP Harga\NNP Saham\NNP Gabungan\NNP,,
804,IHSG\NNP,,
805,sekitar\RB 4\CD persen\CD,,
,dalam\IN,,
806,perdagangan\NN Rabu\NNP 10\CD /\Z 1\CD,,
807,hanya\RB efek\NN sesaat\NN,,
808,faktor-faktor\NN regional\JJ,,
,seperti\IN penurunan\NN,,
809,harga\NN komoditi\NN perkebunan\NN,,
,dan\CC,,
810,krisis\NN finansial\JJ,,
,di\IN,,
811,Thailand\NNP,,
,.\Z,,
,Dalam\IN,,
812,jumpa_pers\NN,,
,bersama\IN Dirut\NN,,
813,Bursa\NNP Efek\NNP Jakarta\NNP,,
814,BEJ\NNP,,
815,Erry\NNP Firmansyah\NNP,,
,di\IN,,
816,gedung\NNP Depkeu\NNP Jakarta\NNP,,
,",\Z",,
817,Rabu\NNP malam\NN,,
,",\Z",,
818,Menkeu\NN,,
,menjelaskan\VB,,
819,beberapa\CD,,
820,faktor\NN ekonomi\NN,,
821,Kita\PRP,,
,melihat\VB,,
822,faktor\NN inflasi\NN,,
,dari\IN,,
823,makanan\NN,,
,akan\MD segera\RB hilang\VB yang\SC terkonfirmasi\VB dari\IN,,
824,harga\NN beras\NN,,
,di\IN,,
825,semua\CD provinsi\NN,,
,",\Z kata\VB",,
826,nya\PRP,,
,.\Z,,
827,Demikian\PR pula\RB,,
,dengan\IN,,
828,harga\NN minyak\NN,,
,.\Z,,
,Kondisi\NN,,
829,APBN\NN 2007\CD,,
,pada\IN,,
830,dua\CD pekan\NN awal\NN,,
,",\Z secara\IN umum\JJ baik\JJ dan\CC",,
831,pemerintah\NN,,
,"akan\MD terus\RB menjalankan\VB kebijakan\NN yang\SC sound\X tepat\JJ ,\Z",,
832,red\NN,,
,sehingga\SC tercipta\VB,,
833,konsistensi\NN kebijakan\NN,,
,yang\SC memberikan\VB,,
834,keyakinan\NN,,
,kepada\IN,,
835,investor\NN,,
,.\Z,,
,Menurut\IN,,
836,data\NN Depkeu\NNP,,
,",\Z",,
837,net\FW buy\FW,,
838,obligasi\NN negara\NN,,
839,SUN\NN,,
,oleh\IN,,
840,investor\NN asing\JJ,,
841,non\FW residence\FW,,
842,saat\NN ini\PR,,
,mencapai\VB,,
843,"Rp\SYM 20,3\CD triliun\CD",,
,dari\IN posisi\NN,,
844,awal\NN 2006\CD,,
845,"Rp\SYM 4,2\CD triliun\CD",,
,Sedangkan\CC untuk\IN,,
846,net\FW buy\FW,,
847,saham\NN,,
848,investor\NN asing\JJ,,
849,non\FW residence\FW,,
850,"Rp\SYM 17,3\CD triliun\CD",,
,dari\IN posisi\NN,,
851,awal\NN tahun\NN,,
852,"Rp\SYM 2,1\CD triliun\CD",,
,"\Z Kalau\SC ditanya\VB""",,
853,ini\PR,,
,"baik\JJ atau\CC tidak\NEG ,\Z",,
854,saya\PRP,,
,katakan\VB baik\JJ dan\CC,,
855,mereka\PRP,,
856,investor\NN asing\JJ,,
857,red\NN,,
,"tidak\NEG lari\VB ,\Z \Z kata\VB""",,
